clean_text,label
best remembered understated performance hannibal lecter michael mann forensics thriller manhunter scottish character actor brian cox brings something special every movie work usually playing bit role studio schlock dy halfway long kiss goodnight occasionally given something meaty substantial want see brilliant acting check work dogged police inspector opposite france mcdormand ken loach hidden agenda cox play role big john harrigan disturbing new indie flick lot picked sundance distributor scared budge big john feel love dare speak name express seeking adolescent bringing back pad bothered audience member presentation big john oddly empathetic light even tempered funny robust old man actually listens kid problem opposed parent friend caught high wire act confused life sex pay elaborate courtship charming temptation grown world stand long island expressway slice strip mall middle class home suburbia filmmaker michael cuesta us pretty transparent metaphor dangerous escape year old protagonist howie paul franklin dano opening voice howie reveals morbid preoccupation death road citing highway death filmmaker alan pakula songwriter harry chapin mother exit fascinated disturbed feeling projected onto big john follows howie around bright red car never make move force boy something want make much complex usual child molester seen movie beast ashamed would worked best half hour short film howie ill advised foray big john unnecessary padding howie miserable dad bruce altman hot seat white collar crime degenerate youngster get kick robbing middle class house homoerotic shenanigan wise as gary terrio billy kay handsome artful dodger rather add theme suburban ennui needed another movie subject awkward subplots pad running time adequate feature length concurrently relationship howie big john evenly paced exceptionally well acted cox sporting baseball cap faded marine tattoo bluff bluster dano quiet first glance seems withdrawn transparent used child actor whose dramatic choice broad obvious calling haley joel surprising see one actually listens throughout given scene restraint admirable screenplay always give best material howie read big john walt whitman poem moment feel bit precious director michael cuesta lingers ecstatic reaction shot big john may well hearing glenn gould performing bach goldberg variation much also obvious dramatic contrivance involving big john boy toy walter masterson jealous newbie plot thread predictably lead violence content haunting observational portrait teen alienation royally screwed world like terry zwigoff superb ghost world cuesta lack confidence work end ambivalent note typical unimaginative cinema wrap thing bullet sparing writer actually come complex philosophical note regard countless indie film share something common blockbuster action film problem solved obstacle removed often real life work way extend question movie striving realism dramatic contrivance destroy illusion,0
janeane garofalo romantic comedy good idea couple year ago truth cat dog almost excruciating matchmaker book movie plod along predestined course surprise laugh also jump ever popular political satire bandwagon manages fall flat garofalo play campaign aide massacusetts senator jay sander running reelection denis leary play stereotypical strategist ethic decides way scandal plagued senator win play irish root cash boston roman catholic democrat contingent made kennedy family popular leary order garofalo ireland dig relative exploit soon learns easier said done mantra movie like matchmaker fall every cliche thing wrong garofalo take tiny plane ireland almost miss bus town get hotel room end smallest trashiest one around dog piss luggage come roger ebert call meet cute happens every romance man woman meet first time unconventional cinematic way matchmaker happens garofalo walk hotel bathroom find nude sean david hara bathtub dog sitting side point guessing dog made water luggage also point guessing garofalo hate hara sight work movie like know instant saw irishman bathtub hate awhile succumb charm live happily reel allowing superficial detail throw relationship turmoil reconcile time happy irish tune play end credit mentioned movie twist yet garofalo come small ireland town annual matchmaking festival lonely folk around county pair future bliss milo shea look like irish tom snyder matchmaker pop onscreen occasionally spew word wisdom bring lonely soul together rest assured match garofalo hara keeping matchmaker utter predictability dy toward end message sometimes even respectable person comedic distinction like garofalo sell weak script excited see garofalo leary movie actually two three scene together leary stay stateside part yelling garofalo phone generally asshole even undoes old microphone still done giving speech cliche known better,0
high flying hong kong style filmmaking made way classic pretty time nod asia go way france excruciating bland lukewarm production musketeer version duma three musketeer bringing popular asian actor stunt coordinator xing xing xiong whose prior american attempt stunt choreography laughable van damme vehicle double team dennis rodman cinematic joke simon sez musketeer thrown air fighting end result tepid dull action adventure rip stink indiana jones bad asian kung story simple grandmother could adapted screenplay artagnan justin chamber vengeful son slain musketeer travel paris join royal musketeer find man killed parent paris meet cunning cardinal richelieu stephen rea trying overthrow king richelieu man black associate febre tim roth killer folk find musketeer paris disbanded drunk round aramis nick moran athos jan gregor kremp porthos steven spiers free musketeer wrongfully imprisoned leader treville king prison artagnan new frisky love interest chambermaid francesca mena suvari play footsy coo cardinal hunt musketeer finally queen catherine deneuve end captured menancing febre forcing musketeer regroup artagnan leading charge save day director peter hyams end day obviously wanted blend eastern western filmmaking style disaster one problem reality eastern film taken lead western one jet high risk rip die hard way around ironically awfully little swordplay action film maybe ten minute swashbuckling spread five scene asian action film carry bulk production minute action sequence know scene carry picture musketeer instead weighs predictable monotonous screenplay gene quintano sudden death horrible acting stephen rea tim roth prosaic attempt justin chamber wedding planner deliver mousy self leader chamber artangnan musketeer mouseketeer hyam use candle torch light grime filth century paris well noted standout overall flat production,0
movie like mortal kombat annihilation work must reviewed multiple level first rampant usage randian subtext pervades entire movie occasionaly almost making ironic self depreciating remark movie toss clearly marxist imagery kidding going moment seriousness however fair movie necessary provide two viewpoint movie watcher unfamiliar marginally familiar whole mortal kombat phenomenon fan first movie fan game first movie mortal kombat concerned martial art tournament would decide fate earth billion inhabitant mortal theory prevented emperor shao khan taking earth unfortunately shao khan poor loser final scene mortal kombat showed arriving anyway ready take planet hero assumed fighting stance first movie extraordinarily entertaining like fan game even far say many folk know game probably enjoyed movie writer director knew limitation cast basic story try overachieve lot really cool fight scene really cool accompanying music intersperesed distracting ultimately non intrusive bit fluff passing plot know movie smashing success box office mortal kombat annihilation pick precisely movie left introductory exposition clue may seen first movie shao khan decided going take earth anyways hell silly rule mortal winning tournament thereafter follows approximately minute film alternate confused trite silly plain stupid one get general impression producer movie thought hey last movie success get money make real movie bad simply stick formula first movie could write volume thing wrong picture high point acting truly bad sandra hess playing sonya blade character particularly execrable especially scene try convince loved johnny cage character first movie get greased beginning movie one worst piece mi casting think ever seen james remar play raiden god thunder first movie christopher lambert played raiden played character though joke french actor playing japanese thunder god revered chinese mystic generally like actor cast type tim tiny lister cast president fifth element example remar always one favorite utility actor totally wrong part even luxury amused self awareness many character introduced potentially important never seen number completely meaningless story sidetrack including muddled scene liu kang robin shou seek nightwolf litefoot mystical hallucination wanders jade irina pantaeva reason many others give movie unless huge fan game first movie case following critique also apply sandra hess even worse actress bridgette wilson played sonya blade first movie much convincing fighter wilson looked like simply mimicing movement taught fight choreographer hess look like actually know martial art put together much believable fight scene fight character least one thing game often sonya kiss death jax earthquake liu kang animality big bonus looking similar move first movie found rarely many fight scene movie first folk making movie mistakenly try hang robust plot silly silly folk lamest fight involved two woman turn mud wrestling match lame obviously sexist even politically incorrect part noticed remarked upon special effect generally better except final fight scene emporer liu kang perform animality motaro sheeva convincing lifelike goro first movie folk like loved first movie enjoy game give probably like nearly much liked first one,0
femme femme nikita baldwin backdraft sliver fair game cindy crawford together anne parillaud william baldwin conspire make shattered image biggest piece hooey since stallone stone thriller specialist film pose question life living really dream dream reality either woman haunted recurring recurring recurring nightmare hired assassin hired assassin haunted recurring recurring recurring nightmare honeymooning william baldwin jamaica much matter believe time shattered image run painful pedestrian course care two life parillaud looking like siouxsie sioux black wig black emotionless eye black leather clothing seattle based assassin scene moping around like karen carpenter jamaica scene play endlessly throughout film result twice boring might complicated plot entertaining course help interesting character crisp dialogue modicum style shattered image complex stupid boring parillaud baldwin exactly shakespearean material begin saddled leaden dialogue character zero chance breaking free cardboard confines line like beg insist like woman parillaud character talking cat reason care less huh wonderful bathroom interchange early film give couple minute know charm pant kind time talking pant parillaud clothes faster say point return come expect billy baldwin might nice learned something character first nothing learn karen interesting cereal box someone get crybaby imago voice end phone stranger sends flower maybe even husband would killer siouxsie chromium cool tough nail crack killing machine shoot couple mirror order justify film meaningless stock title baldwin seems interested parillaud nest egg pave paradise put parking lot time graham greene show get killed barbet schroeder reversal fortune produced ashamed every fun watch really bad movie every shattered image make agonizingly clear,0
john carpenter make movie always halloween escape new york thing look live escape vampire always carpenter latest horror opus science fiction bent science fiction outing schlock horror bent aptly titled john carpenter ghost mar case suppose went looking someone else ghost mar like film prefixed possessive john carpenter ghost mar unashamed movie punctuated movie plot movie actor movie special effect category one storyline border idiotic time chaotic dormant martian swirling red gas awakened meddling human possess soul hapless mining colonist rendering testy marilyn manson lookalikes explained flashback grand pooh bah counsel martian police official melanie ballard natasha henstridge sub specie film returnee silly looking train officer ballard went bring back incarcerated felon james desolation williams found pretty picture second category henstridge blonde hair pulled back tightly awkwardly ponytail ice cube appropriately named desolation pam grier briefly oddly wanted work wonder host extra assuming story special effect going carry film therefore need try hard category number three addition swirling red gas silly looking train couple bird eye view shot sprawling martian metropolis reddish also state art special effect never carpenter trademark writer director seems problem finding work however waste film budget department ghost mar lock laughing stock barrel standard carpenter fare dingy interior cluttered exterior inane dialogue lot leather scarred crazed looking alien lot lot weaponry film often always explodes warfare without warning spontaneously stupidly carpenter might like think made western western without real hero villain border conflict shootout minus hissing snake plissken never thought miss guy however dubbed one note wonder minimalist music soundtrack carpenter seems graduated simplistic yet effective scoring highlighting action loud screeching guitar work fortunately drowns lot dialogue final exchange henstridge cube though audible priceless mar proven infertile breeding ground hollywood last year stillborn mission mar red planet val kilmer ghost mar sadly add disappointing return opening weekend overshadowed bunch sequel among american pie rush hour irony mar carpenter film feel sadly absent occasional reference red planet course film might well set perth amboys earth closest neighbor two thing keep john carpenter ghost mar getting huge slap upside head henstridge keep top miraculously film pretend anything mean however fan superior intelligent grade sci horror singularly luck,0
really starting wonder alicia silverstone sure one beautiful creature god green earth second movie critic large guy come choosing movie star always strike crush slow moving predictable piece fluff hideaway horrific novel adaptation alicia minor role clueless annoying unfunny waste time people mailed saying clueless good movie one like one girl said seen movie open mind would enjoyed nothing could truth went theater expecting love movie preview looked good course crazymadinlove alicia movie bunch bad joke coming whiny unlikable character almost everyone saw movie felt way walking theater one guy yelled worst movie ever seen rest laugh agreement last night walked video store saw alicia pretty face cover made video thriller called babysitter knew would bad inner compulsion probably never understand made rent anyway got minute regret worst alicia silverstone movie ever already know last paragraph competition like begin criticizing movie plot thin shred move slower glacier writing could done know ten year old alicia star still wasted movie appeal whatsoever zero humor zero suspense zero drama zero action last ten minute story needlessly pointlessly concluded violent sequence zero plus zero plus zero plus zero equal zero movie get one star well alicia spends twenty minute movie bathtub bubble bath babysitter would instantly joined rank four star feature settle get alicia play babysitter spending friday night looking two kid whose parent getting drunk cocktail party course anyone beautiful alicia automatically spends friday night home least movie critic large guy movie trods along discover mostly silent star movie also object every male character fantasy probably every male viewer drunken father think thing recapture lost youth boyfriend let imagination run wild spying alicia outside even prepubescent boy look alicia bathroom keyhole taking bubble bath even throw middle aged wife fantasy male counterpart party asked ever even thought seeing pound woman black silk teddy least none sex fanatasies ever leave realm rated fact could imagine babysitter becoming cinemax late night staple fact absolutely nudity call sex flick already pointed fall drama comedy thriller action classify babysitter bad,0
get mix together plot element various successful sci film close encounter third kind space odyssey apollo contact well whatever sure hell hope would thousand time better shoddy attempt melange considering disastrous result left film take little bit everything ultimately add lot nothing like said movie suck plot rescue crew astronaut sent mar year unknown energy force lead loss contact previous gang space aviator visit red planet critique extremely underwhelming best way describe movie uneven would another trailer movie actually showed promise buzz around even film start decent first twenty minute leading believe actually going somewhere long entire movie downshift neutral feature space walk anything interesting cherry colored planet try hard get pain character unsuccessfully toss romance mix sci movie well know much seemed like bunch nerdies talking techie jargon hour half figure big secret end secret practically yawning excitement ultimately movie start decent premise join crew misadventure space main crux journey eventually settle one anti climactic ending side contact mind enjoyed film shrug shoulder ending might enjoy frivolous ditty well course remember contact obvious painfully distracting computer generated effect end story ugh friggin mess film like generally get wondering brass hollywood anybody recognize crappiness script read bad dialogue cheezy line obvious derivative nature work mind director like depalma helm saying much course really blame brass inclusion jerry connell fine crew thespian nuff said neither blame depalma cranking juice film musical score last fifteen minute presumably order wake audience okay get brian scene supposed powerful wow yawn ear hurt anything salvageable movie sure gary sinise another great job cheadle film completely bore much move along slowly without anything really interesting happening yes sand twister effect see commercial well done guess could say admire filmmaker become much devious product placement strategy oops say admire meant disgusted movie delivers little actual substance offer two bit dialogue masked lot sci mumbo jumbo pretend deep really sappy eventually settle ending presenting pathetic computer graphic part story give little think might able get money back sitting rehashed dreck see ninth gate great movie personal note think time depalma stop worrying much proverbial minute uninterrupted film sequence start worrying crappy movie getting,0
law crowd pleasing romantic movie state two lead must end together film end familiar law maybe seen trailer film show two lead together film end regular reader mine heard say countless time know drive crazy going end journey get ending worth definitely melissa joan hart abc sabrina teenage witch like hunky stud basketball team adrien grenier grungy neighbor broken activist girlfriend apparently want make girlfriend jealous enough take back want someone take big year end dance two pretend date reason hart give grenier bath turn hunky stud grenier like new popularity turn friend crazy scheme work care teen comedy resurgence late surprisingly good term comedy make movie like hardly wait thing hate work lesser extent never kissed writer film seem realize high school joke write script accordingly know writer intention drive crazy smart comedy film make obvious ending worth getting nothing teen whining going take big dance favor kid get job something shut hell honesty best part film end credit normally say followed joke movie finally case though end credit really entertaining part film obligatory second playing britney spear titular song quick commercial jingle burger joint kid film hang brief rendition school song high school nothing great entertaining anything minute preceded sci fan take note brief appearance stephen collins star trek motion picture faye grant miniseries final battle,0
mighty joe young blunder nearly twenty minute actually get see great big gorilla entrance however grand one tree leap gargantuan imposing sporting hand big enough crush volkswagen bug pair foot much larger pro basketball player ever joe bellow poacher angry would like kill sell million dollar scene turned friend said wow ape joe quite gorilla big digital gorilla run around field chasing car people pick thing stare pensively break thing accident big avoid clumsiness joe special effect image might hold interest five minute character quite register story put limp come word family entertainment never stamp quality might joe young silly special effect movie pretending heart picture remake film mostly big gorilla strictly formality movie also human character main one jill young poor charlize theron forced waste talent lover gorilla child witnessed group poacher murder mother life jungle protect wildlife specifically protect joe giant gorilla friend since childhood soon zoologist gregg hara bill paxton discovers joe quickly realizes poacher want get joe sell big game hunter named strasser rade sherbedgia happens guy killed jill mother effort save joe jill gregg take big gorilla preserve instantly clear safe poacher addition space way small really big gorilla add complication strasser show benevolent pretext tell jill preserve big enough joe joe recognizes strasser guy killed jill mother jill course recognize strasser even though kill mother one many example stupidity mighty joe young film fulfills every stereotype come special effect film movie really offensive competent actor nifty set lot scene big digitized gorilla story really dumb character film satisfying level beyond visuals movie also bad dialogue critic say film bad dialogue fair quote word spoken picture phrase like joe happy joe safe need get joe joe way big cage know phrase word word close said character present formality little state obvious course joe big cage paxton theron talented performer deserve work script provides character sadly mighty joe young waste clever moment although none surfacing memory moment said digital effect held attention least five minute certainly bad film kid doubt joe give nightmare adult audience likely find much anything interesting big gorilla big gorilla interesting little something need done big gorilla nobody ever figure big gorilla,0
